"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DK1","Generation - Solar  [MW] Intraday / BZN|DK1","Generation - Solar  [MW] Current / BZN|DK1","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore  [MW] Intraday / BZN|DK1","Generation - Wind Offshore  [MW] Current / BZN|DK1","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore  [MW] Intraday / BZN|DK1","Generation - Wind Onshore  [MW] Current / BZN|DK1"
"03.05.2022 22:00 - 03.05.2022 23:00","0","0","0","265","337","176","243","219","173"
"03.05.2022 23:00 - 04.05.2022 00:00","0","0","0","162","251","137","229","215","137"
"04.05.2022 00:00 - 04.05.2022 01:00","0","N/A","0","134","N/A","143","147","N/A","98"
"04.05.2022 01:00 - 04.05.2022 02:00","0","N/A","0","74","N/A","202","138","N/A","86"
"04.05.2022 02:00 - 04.05.2022 03:00","0","N/A","0","48","N/A","176","154","N/A","71"
"04.05.2022 03:00 - 04.05.2022 04:00","0","N/A","0","102","N/A","135","147","N/A","57"
"04.05.2022 04:00 - 04.05.2022 05:00","0","N/A","0","177","N/A","118","134","N/A","73"
"04.05.2022 05:00 - 04.05.2022 06:00","2","N/A","2","208","N/A","42","116","N/A","51"
"04.05.2022 06:00 - 04.05.2022 07:00","49","N/A","53","204","N/A","101","106","N/A","52"
"04.05.2022 07:00 - 04.05.2022 08:00","168","N/A","163","211","N/A","66","98","N/A","56"
"04.05.2022 08:00 - 04.05.2022 09:00","332","325","325","211","50","49","79","30","30"
"04.05.2022 09:00 - 04.05.2022 10:00","502","499","491","164","48","20","69","48","34"
"04.05.2022 10:00 - 04.05.2022 11:00","627","644","650","136","45","53","88","78","56"
"04.05.2022 11:00 - 04.05.2022 12:00","705","727","756","90","50","46","134","125","105"
"04.05.2022 12:00 - 04.05.2022 13:00","732","754","757","69","41","33","191","179","145"
"04.05.2022 13:00 - 04.05.2022 14:00","722","754","750","45","39","15","262","248","208"
"04.05.2022 14:00 - 04.05.2022 15:00","692","718","658","53","46","21","344","308","270"
"04.05.2022 15:00 - 04.05.2022 16:00","640","682","666","49","59","43","410","386","367"
"04.05.2022 16:00 - 04.05.2022 17:00","551","603","665","52","60","62","456","426","465"
"04.05.2022 17:00 - 04.05.2022 18:00","435","473","476","67","75","72","498","456","527"
"04.05.2022 18:00 - 04.05.2022 19:00","288","321","330","98","81","61","446","419","432"
"04.05.2022 19:00 - 04.05.2022 20:00","135","154","147","151","81","69","399","361","343"
"04.05.2022 20:00 - 04.05.2022 21:00","30","33","26","167","84","93","316","292","219"
"04.05.2022 21:00 - 04.05.2022 22:00","0","1","4","112","101","92","211","210","177"
"04.05.2022 22:00 - 04.05.2022 23:00","0","0","0","88","101","97","168","172","197"
"04.05.2022 23:00 - 05.05.2022 00:00","0","0","0","108","87","88","164","162","168"
"05.05.2022 00:00 - 05.05.2022 01:00","0","N/A","0","55","N/A","86","224","N/A","170"
"05.05.2022 01:00 - 05.05.2022 02:00","0","N/A","0","82","N/A","87","259","N/A","190"
"05.05.2022 02:00 - 05.05.2022 03:00","0","N/A","0","99","N/A","103","302","N/A","226"
"05.05.2022 03:00 - 05.05.2022 04:00","0","N/A","0","116","N/A","118","344","N/A","277"
"05.05.2022 04:00 - 05.05.2022 05:00","0","N/A","0","123","N/A","120","375","N/A","321"
"05.05.2022 05:00 - 05.05.2022 06:00","2","N/A","2","114","N/A","101","393","N/A","371"
"05.05.2022 06:00 - 05.05.2022 07:00","53","N/A","41","122","N/A","122","416","N/A","367"
"05.05.2022 07:00 - 05.05.2022 08:00","158","N/A","119","129","N/A","163","420","N/A","361"
"05.05.2022 08:00 - 05.05.2022 09:00","265","183","183","126","156","154","406","349","349"
"05.05.2022 09:00 - 05.05.2022 10:00","361","251","221","123","140","131","442","399","425"
"05.05.2022 10:00 - 05.05.2022 11:00","422","294","227","120","154","188","540","478","555"
"05.05.2022 11:00 - 05.05.2022 12:00","441","308","235","141","177","173","621","517","517"
"05.05.2022 12:00 - 05.05.2022 13:00","444","328","247","195","172","200","671","544","511"
"05.05.2022 13:00 - 05.05.2022 14:00","438","340","326","210","182","189","744","641","601"
"05.05.2022 14:00 - 05.05.2022 15:00","426","394","321","178","166","152","791","723","744"
"05.05.2022 15:00 - 05.05.2022 16:00","392","459","402","155","120","50","866","812","925"
"05.05.2022 16:00 - 05.05.2022 17:00","334","436","513","143","111","69","916","906","1155"
"05.05.2022 17:00 - 05.05.2022 18:00","294","367","393","182","149","156","939","950","1320"
"05.05.2022 18:00 - 05.05.2022 19:00","212","270","258","218","216","99","919","935","1338"
"05.05.2022 19:00 - 05.05.2022 20:00","106","137","144","197","209","107","888","880","1335"
"05.05.2022 20:00 - 05.05.2022 21:00","24","32","29","223","212","345","831","816","1183"
"05.05.2022 21:00 - 05.05.2022 22:00","0","1","2","274","220","291","734","724","968"
"05.05.2022 22:00 - 05.05.2022 23:00","0","0","0","295","221","301","677","663","895"
"05.05.2022 23:00 - 06.05.2022 00:00","0","0","0","274","235","262","649","634","881"
"06.05.2022 00:00 - 06.05.2022 01:00","0","N/A","0","196","N/A","200","817","N/A","778"
"06.05.2022 01:00 - 06.05.2022 02:00","0","N/A","0","213","N/A","193","752","N/A","691"
"06.05.2022 02:00 - 06.05.2022 03:00","0","N/A","0","251","N/A","176","689","N/A","659"
"06.05.2022 03:00 - 06.05.2022 04:00","0","N/A","0","301","N/A","261","639","N/A","613"
"06.05.2022 04:00 - 06.05.2022 05:00","0","N/A","0","375","N/A","300","600","N/A","551"
"06.05.2022 05:00 - 06.05.2022 06:00","2","N/A","1","350","N/A","222","551","N/A","523"
"06.05.2022 06:00 - 06.05.2022 07:00","32","N/A","30","341","N/A","290","513","N/A","474"
"06.05.2022 07:00 - 06.05.2022 08:00","80","N/A","65","303","N/A","265","490","N/A","504"
"06.05.2022 08:00 - 06.05.2022 09:00","126","124","124","291","208","203","503","598","598"
"06.05.2022 09:00 - 06.05.2022 10:00","170","166","209","298","209","213","573","597","781"
"06.05.2022 10:00 - 06.05.2022 11:00","207","240","284","265","219","126","682","623","856"
"06.05.2022 11:00 - 06.05.2022 12:00","256","329","318","287","209","159","770","651","705"
"06.05.2022 12:00 - 06.05.2022 13:00","279","379","426","319","204","219","852","704","607"
"06.05.2022 13:00 - 06.05.2022 14:00","259","377","553","377","241","268","958","838","707"
"06.05.2022 14:00 - 06.05.2022 15:00","245","377","504","420","275","247","984","906","780"
"06.05.2022 15:00 - 06.05.2022 16:00","257","366","441","505","313","256","1034","962","877"
"06.05.2022 16:00 - 06.05.2022 17:00","238","323","383","500","393","252","1066","1009","952"
"06.05.2022 17:00 - 06.05.2022 18:00","205","232","335","523","415","236","1099","1018","955"
"06.05.2022 18:00 - 06.05.2022 19:00","134","152","239","471","390","292","1043","908","916"
"06.05.2022 19:00 - 06.05.2022 20:00","58","72","81","442","347","240","970","771","893"
"06.05.2022 20:00 - 06.05.2022 21:00","11","15","20","442","336","271","908","701","781"
"06.05.2022 21:00 - 06.05.2022 22:00","0","0","3","420","318","371","809","668","723"
"06.05.2022 22:00 - 06.05.2022 23:00","0","0","0","394","301","317","746","671","799"
"06.05.2022 23:00 - 07.05.2022 00:00","0","0","0","452","292","297","709","639","822"
"07.05.2022 00:00 - 07.05.2022 01:00","0","N/A","0","418","N/A","465","697","N/A","850"
"07.05.2022 01:00 - 07.05.2022 02:00","0","N/A","0","430","N/A","458","718","N/A","857"
"07.05.2022 02:00 - 07.05.2022 03:00","0","N/A","0","441","N/A","407","749","N/A","931"
"07.05.2022 03:00 - 07.05.2022 04:00","0","N/A","0","423","N/A","467","712","N/A","958"
"07.05.2022 04:00 - 07.05.2022 05:00","0","N/A","0","392","N/A","442","749","N/A","877"
"07.05.2022 05:00 - 07.05.2022 06:00","2","N/A","2","418","N/A","485","827","N/A","1085"
"07.05.2022 06:00 - 07.05.2022 07:00","32","N/A","34","477","N/A","378","934","N/A","1092"
"07.05.2022 07:00 - 07.05.2022 08:00","86","N/A","100","495","N/A","473","1039","N/A","1078"
"07.05.2022 08:00 - 07.05.2022 09:00","183","256","256","493","448","442","1088","1185","1185"
"07.05.2022 09:00 - 07.05.2022 10:00","385","492","469","464","375","419","1165","1272","1591"
"07.05.2022 10:00 - 07.05.2022 11:00","605","709","738","444","369","441","1299","1357","1812"
"07.05.2022 11:00 - 07.05.2022 12:00","792","854","845","457","397","363","1403","1427","1897"
"07.05.2022 12:00 - 07.05.2022 13:00","907","930","898","506","433","502","1486","1459","1903"
"07.05.2022 13:00 - 07.05.2022 14:00","944","943","922","560","476","515","1603","1564","2083"
"07.05.2022 14:00 - 07.05.2022 15:00","927","909","928","634","551","499","1653","1550","2143"
"07.05.2022 15:00 - 07.05.2022 16:00","872","840","876","723","608","504","1696","1549","2217"
"07.05.2022 16:00 - 07.05.2022 17:00","762","724","776","683","599","476","1661","1529","2088"
"07.05.2022 17:00 - 07.05.2022 18:00","591","557","566","698","604","648","1641","1526","1978"
"07.05.2022 18:00 - 07.05.2022 19:00","387","375","372","672","669","707","1488","1386","1845"
"07.05.2022 19:00 - 07.05.2022 20:00","183","184","170","699","755","757","1312","1215","1696"
"07.05.2022 20:00 - 07.05.2022 21:00","41","42","28","755","853","851","1159","1060","1471"
"07.05.2022 21:00 - 07.05.2022 22:00","1","1","2","801","863","918","1009","914","1171"
"07.05.2022 22:00 - 07.05.2022 23:00","0","0","0","782","802","946","901","818","975"
"07.05.2022 23:00 - 08.05.2022 00:00","0","0","0","738","764","950","826","790","867"
"08.05.2022 00:00 - 08.05.2022 01:00","0","N/A","0","797","N/A","864","1057","N/A","924"
"08.05.2022 01:00 - 08.05.2022 02:00","0","N/A","0","730","N/A","772","1004","N/A","950"
"08.05.2022 02:00 - 08.05.2022 03:00","0","N/A","0","685","N/A","741","1008","N/A","875"
"08.05.2022 03:00 - 08.05.2022 04:00","0","N/A","0","639","N/A","729","993","N/A","895"
"08.05.2022 04:00 - 08.05.2022 05:00","0","N/A","0","626","N/A","726","926","N/A","804"
"08.05.2022 05:00 - 08.05.2022 06:00","5","N/A","5","608","N/A","719","866","N/A","773"
"08.05.2022 06:00 - 08.05.2022 07:00","85","N/A","84","607","N/A","594","789","N/A","655"
"08.05.2022 07:00 - 08.05.2022 08:00","259","N/A","253","624","N/A","537","682","N/A","545"
"08.05.2022 08:00 - 08.05.2022 09:00","478","423","423","591","409","400","606","478","478"
"08.05.2022 09:00 - 08.05.2022 10:00","690","644","655","473","362","305","538","431","503"
"08.05.2022 10:00 - 08.05.2022 11:00","847","812","830","460","345","218","553","447","411"
"08.05.2022 11:00 - 08.05.2022 12:00","940","915","947","442","318","209","612","476","529"
"08.05.2022 12:00 - 08.05.2022 13:00","989","972","990","447","352","223","596","459","563"
"08.05.2022 13:00 - 08.05.2022 14:00","999","986","988","483","370","178","563","468","553"
"08.05.2022 14:00 - 08.05.2022 15:00","970","958","956","531","421","213","543","453","496"
"08.05.2022 15:00 - 08.05.2022 16:00","904","893","899","533","409","305","508","397","427"
"08.05.2022 16:00 - 08.05.2022 17:00","786","776","779","496","458","306","458","326","363"
"08.05.2022 17:00 - 08.05.2022 18:00","602","597","602","568","584","471","417","306","347"
"08.05.2022 18:00 - 08.05.2022 19:00","398","396","384","536","640","449","378","312","317"
"08.05.2022 19:00 - 08.05.2022 20:00","193","192","167","447","550","360","343","273","328"
"08.05.2022 20:00 - 08.05.2022 21:00","44","43","24","399","497","303","306","261","318"
"08.05.2022 21:00 - 08.05.2022 22:00","1","1","1","398","418","243","283","243","301"
"08.05.2022 22:00 - 08.05.2022 23:00","0","0","0","338","341","256","270","224","309"
"08.05.2022 23:00 - 09.05.2022 00:00","0","0","0","297","272","248","262","222","308"
"09.05.2022 00:00 - 09.05.2022 01:00","0","N/A","0","145","N/A","71","231","N/A","272"
"09.05.2022 01:00 - 09.05.2022 02:00","0","N/A","0","162","N/A","38","217","N/A","283"
"09.05.2022 02:00 - 09.05.2022 03:00","0","N/A","0","238","N/A","150","221","N/A","306"
"09.05.2022 03:00 - 09.05.2022 04:00","0","N/A","0","266","N/A","142","250","N/A","354"
"09.05.2022 04:00 - 09.05.2022 05:00","0","N/A","0","285","N/A","137","315","N/A","492"
"09.05.2022 05:00 - 09.05.2022 06:00","5","N/A","5","321","N/A","133","408","N/A","577"
"09.05.2022 06:00 - 09.05.2022 07:00","86","N/A","85","294","N/A","248","485","N/A","667"
"09.05.2022 07:00 - 09.05.2022 08:00","259","N/A","255","204","N/A","264","506","N/A","562"
"09.05.2022 08:00 - 09.05.2022 09:00","477","426","426","199","189","179","389","231","231"
"09.05.2022 09:00 - 09.05.2022 10:00","689","649","646","208","215","243","309","217","252"
"09.05.2022 10:00 - 09.05.2022 11:00","845","816","806","195","284","220","337","261","528"
"09.05.2022 11:00 - 09.05.2022 12:00","936","917","927","217","273","204","473","379","737"
"09.05.2022 12:00 - 09.05.2022 13:00","982","969","976","282","233","190","627","476","745"
"09.05.2022 13:00 - 09.05.2022 14:00","989","981","979","324","240","169","747","593","794"
"09.05.2022 14:00 - 09.05.2022 15:00","958","950","946","377","226","227","810","678","852"
"09.05.2022 15:00 - 09.05.2022 16:00","890","884","886","366","220","207","860","758","848"
"09.05.2022 16:00 - 09.05.2022 17:00","769","763","776","357","235","231","893","819","845"
"09.05.2022 17:00 - 09.05.2022 18:00","589","584","599","419","251","232","909","822","930"
"09.05.2022 18:00 - 09.05.2022 19:00","381","374","359","513","343","345","837","748","945"
"09.05.2022 19:00 - 09.05.2022 20:00","179","173","142","443","413","381","735","648","720"
"09.05.2022 20:00 - 09.05.2022 21:00","39","37","12","424","421","357","648","576","595"
"09.05.2022 21:00 - 09.05.2022 22:00","1","1","1","561","494","538","630","577","587"
"09.05.2022 22:00 - 09.05.2022 23:00","0","0","1","618","574","611","716","668","685"
"09.05.2022 23:00 - 10.05.2022 00:00","0","0","0","614","642","598","828","844","863"
"10.05.2022 00:00 - 10.05.2022 01:00","0","N/A","0","708","N/A","596","1058","N/A","980"
"10.05.2022 01:00 - 10.05.2022 02:00","0","N/A","0","735","N/A","537","1152","N/A","1065"
"10.05.2022 02:00 - 10.05.2022 03:00","0","N/A","0","786","N/A","647","1154","N/A","959"
"10.05.2022 03:00 - 10.05.2022 04:00","0","N/A","0","826","N/A","696","1096","N/A","905"
"10.05.2022 04:00 - 10.05.2022 05:00","0","N/A","0","854","N/A","815","1039","N/A","894"
"10.05.2022 05:00 - 10.05.2022 06:00","2","N/A","3","885","N/A","985","1049","N/A","1007"
"10.05.2022 06:00 - 10.05.2022 07:00","28","N/A","30","906","N/A","1073","1079","N/A","978"
"10.05.2022 07:00 - 10.05.2022 08:00","58","N/A","63","948","N/A","1105","1103","N/A","1121"
"10.05.2022 08:00 - 10.05.2022 09:00","82","85","85","958","1071","1069","1130","1239","1239"
"10.05.2022 09:00 - 10.05.2022 10:00","114","112","131","922","1003","1010","1213","1420","1443"
"10.05.2022 10:00 - 10.05.2022 11:00","144","124","141","898","1012","977","1293","1578","1474"
"10.05.2022 11:00 - 10.05.2022 12:00","155","139","221","922","1021","1056","1442","1709","1730"
"10.05.2022 12:00 - 10.05.2022 13:00","144","133","214","917","979","1017","1550","1807","1887"
"10.05.2022 13:00 - 10.05.2022 14:00","103","100","210","895","941","866","1716","1941","2153"
"10.05.2022 14:00 - 10.05.2022 15:00","82","79","199","887","944","984","1892","2028","2324"
"10.05.2022 15:00 - 10.05.2022 16:00","90","81","212","906","1021","1059","2025","2060","2261"
"10.05.2022 16:00 - 10.05.2022 17:00","91","85","223","872","981","1081","2126","2174","2309"
"10.05.2022 17:00 - 10.05.2022 18:00","99","91","180","898","1002","1099","2236","2146","2355"
"10.05.2022 18:00 - 10.05.2022 19:00","78","89","97","900","989","1073","2169","2039","2244"
"10.05.2022 19:00 - 10.05.2022 20:00","46","73","56","849","918","1005","1898","1822","2013"
"10.05.2022 20:00 - 10.05.2022 21:00","13","23","33","826","856","949","1588","1555","1960"
"10.05.2022 21:00 - 10.05.2022 22:00","0","0","9","780","818","802","1262","1286","1446"
"10.05.2022 22:00 - 10.05.2022 23:00","0","0","0","711","750","794","1040","1075","1067"
"10.05.2022 23:00 - 11.05.2022 00:00","0","0","0","684","725","691","898","985","972"
"11.05.2022 00:00 - 11.05.2022 01:00","0","N/A","0","710","N/A","663","991","N/A","1054"
"11.05.2022 01:00 - 11.05.2022 02:00","0","N/A","0","699","N/A","613","970","N/A","940"
"11.05.2022 02:00 - 11.05.2022 03:00","0","N/A","0","644","N/A","587","950","N/A","970"
"11.05.2022 03:00 - 11.05.2022 04:00","0","N/A","0","618","N/A","604","914","N/A","1015"
"11.05.2022 04:00 - 11.05.2022 05:00","0","N/A","0","633","N/A","587","859","N/A","1000"
"11.05.2022 05:00 - 11.05.2022 06:00","4","N/A","4","627","N/A","562","828","N/A","966"
"11.05.2022 06:00 - 11.05.2022 07:00","48","N/A","46","644","N/A","733","826","N/A","879"
"11.05.2022 07:00 - 11.05.2022 08:00","112","N/A","107","769","N/A","855","848","N/A","866"
"11.05.2022 08:00 - 11.05.2022 09:00","170","139","139","844","891","914","907","950","959"
"11.05.2022 09:00 - 11.05.2022 10:00","188","140","158","833","888","989","1098","1204","1210"
"11.05.2022 10:00 - 11.05.2022 11:00","187","131","183","890","904","1022","1351","1483","1558"
"11.05.2022 11:00 - 11.05.2022 12:00","255","177","234","956","929","903","1646","1697","1759"
"11.05.2022 12:00 - 11.05.2022 13:00","313","286","345","958","956","954","1890","1862","1709"
"11.05.2022 13:00 - 11.05.2022 14:00","316","393","327","960","969","900","2077","2006","1652"
"11.05.2022 14:00 - 11.05.2022 15:00","354","451","501","940","949","918","2141","2076","1827"
"11.05.2022 15:00 - 11.05.2022 16:00","388","390","435","929","924","889","2182","2151","2183"
"11.05.2022 16:00 - 11.05.2022 17:00","295","238","261","862","850","862","2158","2208","2195"
"11.05.2022 17:00 - 11.05.2022 18:00","218","135","158","862","858","954","2052","2078","2144"
"11.05.2022 18:00 - 11.05.2022 19:00","125","72","94","828","881","947","1912","1779","1830"
"11.05.2022 19:00 - 11.05.2022 20:00","50","33","40","774","890","801","1724","1493","1565"
"11.05.2022 20:00 - 11.05.2022 21:00","7","5","13","716","863","812","1508","1293","1340"
"11.05.2022 21:00 - 11.05.2022 22:00","0","0","8","740","774","728","1336","1188","1179"
"11.05.2022 22:00 - 11.05.2022 23:00","0","0","0","743","652","607","1207","1140","1071"
"11.05.2022 23:00 - 12.05.2022 00:00","0","0","0","692","558","526","1163","1048","915"
"12.05.2022 00:00 - 12.05.2022 01:00","0","N/A","0","604","N/A","546","1078","N/A","824"
"12.05.2022 01:00 - 12.05.2022 02:00","0","N/A","0","633","N/A","565","1120","N/A","909"
"12.05.2022 02:00 - 12.05.2022 03:00","0","N/A","0","682","N/A","689","1193","N/A","1100"
"12.05.2022 03:00 - 12.05.2022 04:00","0","N/A","0","742","N/A","780","1277","N/A","1257"
"12.05.2022 04:00 - 12.05.2022 05:00","0","N/A","0","808","N/A","874","1417","N/A","1552"
"12.05.2022 05:00 - 12.05.2022 06:00","5","N/A","5","761","N/A","751","1536","N/A","1823"
"12.05.2022 06:00 - 12.05.2022 07:00","63","N/A","67","690","N/A","786","1574","N/A","1478"
"12.05.2022 07:00 - 12.05.2022 08:00","200","N/A","208","638","N/A","658","1537","N/A","1368"
"12.05.2022 08:00 - 12.05.2022 09:00","401","411","411","551","557","564","1512","1771","1771"
"12.05.2022 09:00 - 12.05.2022 10:00","589","626","586","512","509","584","1644","2002","1958"
"12.05.2022 10:00 - 12.05.2022 11:00","755","761","732","531","530","592","1769","2065","1767"
"12.05.2022 11:00 - 12.05.2022 12:00","831","801","753","588","592","679","1889","2131","2166"
