"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DK1","Generation - Solar  [MW] Intraday / BZN|DK1","Generation - Solar  [MW] Current / BZN|DK1","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore  [MW] Intraday / BZN|DK1","Generation - Wind Offshore  [MW] Current / BZN|DK1","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore  [MW] Intraday / BZN|DK1","Generation - Wind Onshore  [MW] Current / BZN|DK1"
"24.09.2022 01:00 - 24.09.2022 02:00","0","N/A","0","352","N/A","313","207","N/A","200"
"24.09.2022 02:00 - 24.09.2022 03:00","0","N/A","0","285","N/A","206","209","N/A","193"
"24.09.2022 03:00 - 24.09.2022 04:00","0","N/A","0","290","N/A","182","212","N/A","172"
"24.09.2022 04:00 - 24.09.2022 05:00","0","N/A","0","267","N/A","168","219","N/A","177"
"24.09.2022 05:00 - 24.09.2022 06:00","0","N/A","0","227","N/A","174","203","N/A","150"
"24.09.2022 06:00 - 24.09.2022 07:00","0","N/A","0","230","N/A","169","180","N/A","129"
"24.09.2022 07:00 - 24.09.2022 08:00","16","N/A","15","230","N/A","158","157","N/A","132"
"24.09.2022 08:00 - 24.09.2022 09:00","111","104","104","203","229","239","127","148","148"
"24.09.2022 09:00 - 24.09.2022 10:00","255","255","301","165","223","249","125","160","160"
"24.09.2022 10:00 - 24.09.2022 11:00","396","413","556","160","229","206","125","184","109"
"24.09.2022 11:00 - 24.09.2022 12:00","506","531","709","182","264","202","131","193","130"
"24.09.2022 12:00 - 24.09.2022 13:00","563","595","791","225","277","191","131","182","103"
"24.09.2022 13:00 - 24.09.2022 14:00","564","596","732","271","279","167","163","185","86"
"24.09.2022 14:00 - 24.09.2022 15:00","522","548","717","231","305","218","196","197","92"
"24.09.2022 15:00 - 24.09.2022 16:00","449","466","600","230","335","316","226","215","113"
"24.09.2022 16:00 - 24.09.2022 17:00","334","343","473","291","311","323","254","231","121"
"24.09.2022 17:00 - 24.09.2022 18:00","193","197","266","271","270","259","270","242","100"
"24.09.2022 18:00 - 24.09.2022 19:00","59","62","83","324","284","207","264","229","84"
"24.09.2022 19:00 - 24.09.2022 20:00","4","4","8","356","310","273","222","203","93"
"24.09.2022 20:00 - 24.09.2022 21:00","0","0","0","341","302","188","203","195","158"
"24.09.2022 21:00 - 24.09.2022 22:00","0","0","0","333","301","214","199","195","196"
"24.09.2022 22:00 - 24.09.2022 23:00","0","0","0","302","288","228","199","187","188"
"24.09.2022 23:00 - 25.09.2022 00:00","0","0","0","302","245","272","182","169","167"
"25.09.2022 00:00 - 25.09.2022 01:00","0","N/A","0","170","N/A","303","112","N/A","149"
"25.09.2022 01:00 - 25.09.2022 02:00","0","N/A","0","165","N/A","318","115","N/A","133"
"25.09.2022 02:00 - 25.09.2022 03:00","0","N/A","0","174","N/A","309","119","N/A","98"
"25.09.2022 03:00 - 25.09.2022 04:00","0","N/A","0","174","N/A","241","106","N/A","77"
"25.09.2022 04:00 - 25.09.2022 05:00","0","N/A","0","179","N/A","250","87","N/A","51"
"25.09.2022 05:00 - 25.09.2022 06:00","0","N/A","0","194","N/A","227","82","N/A","36"
"25.09.2022 06:00 - 25.09.2022 07:00","0","N/A","0","195","N/A","140","78","N/A","48"
"25.09.2022 07:00 - 25.09.2022 08:00","14","N/A","14","165","N/A","125","70","N/A","34"
"25.09.2022 08:00 - 25.09.2022 09:00","107","111","111","149","228","234","60","25","25"
"25.09.2022 09:00 - 25.09.2022 10:00","243","260","304","142","200","332","71","42","37"
"25.09.2022 10:00 - 25.09.2022 11:00","361","411","537","165","197","330","93","64","47"
"25.09.2022 11:00 - 25.09.2022 12:00","437","512","707","189","176","306","119","90","64"
"25.09.2022 12:00 - 25.09.2022 13:00","470","555","649","180","178","302","130","113","49"
"25.09.2022 13:00 - 25.09.2022 14:00","470","560","626","152","199","251","186","149","117"
"25.09.2022 14:00 - 25.09.2022 15:00","430","502","541","144","154","132","250","194","208"
"25.09.2022 15:00 - 25.09.2022 16:00","372","413","500","143","129","120","329","298","325"
"25.09.2022 16:00 - 25.09.2022 17:00","265","291","405","143","124","99","426","413","386"
"25.09.2022 17:00 - 25.09.2022 18:00","143","160","192","136","137","165","440","445","401"
"25.09.2022 18:00 - 25.09.2022 19:00","41","46","49","125","153","231","364","385","359"
"25.09.2022 19:00 - 25.09.2022 20:00","2","3","0","152","204","324","263","323","317"
"25.09.2022 20:00 - 25.09.2022 21:00","0","0","0","228","297","388","265","342","320"
"25.09.2022 21:00 - 25.09.2022 22:00","0","0","0","316","426","411","331","409","362"
"25.09.2022 22:00 - 25.09.2022 23:00","0","0","0","374","488","605","372","479","505"
"25.09.2022 23:00 - 26.09.2022 00:00","0","0","0","408","478","843","411","525","552"
"26.09.2022 00:00 - 26.09.2022 01:00","0","N/A","0","603","N/A","814","621","N/A","717"
"26.09.2022 01:00 - 26.09.2022 02:00","0","N/A","0","706","N/A","754","729","N/A","721"
"26.09.2022 02:00 - 26.09.2022 03:00","0","N/A","0","774","N/A","813","867","N/A","651"
"26.09.2022 03:00 - 26.09.2022 04:00","0","N/A","0","842","N/A","810","1034","N/A","736"
"26.09.2022 04:00 - 26.09.2022 05:00","0","N/A","0","846","N/A","823","1231","N/A","802"
"26.09.2022 05:00 - 26.09.2022 06:00","0","N/A","0","858","N/A","880","1439","N/A","1192"
"26.09.2022 06:00 - 26.09.2022 07:00","0","N/A","0","894","N/A","910","1608","N/A","1466"
"26.09.2022 07:00 - 26.09.2022 08:00","2","N/A","4","889","N/A","938","1624","N/A","1417"
"26.09.2022 08:00 - 26.09.2022 09:00","22","29","29","985","1050","1042","1530","1424","1439"
"26.09.2022 09:00 - 26.09.2022 10:00","50","68","68","995","1021","1003","1727","1931","2130"
"26.09.2022 10:00 - 26.09.2022 11:00","81","106","100","885","907","1107","1811","2106","1973"
"26.09.2022 11:00 - 26.09.2022 12:00","112","137","107","799","816","1123","1724","2043","1956"
"26.09.2022 12:00 - 26.09.2022 13:00","132","157","156","698","779","1091","1687","1956","2182"
"26.09.2022 13:00 - 26.09.2022 14:00","146","160","151","677","804","1102","1608","1845","1955"
"26.09.2022 14:00 - 26.09.2022 15:00","139","130","138","671","837","1071","1515","1679","2328"
"26.09.2022 15:00 - 26.09.2022 16:00","120","96","82","575","938","785","1382","1422","2249"
"26.09.2022 16:00 - 26.09.2022 17:00","87","71","62","488","769","608","1182","1231","2342"
"26.09.2022 17:00 - 26.09.2022 18:00","53","42","37","443","585","687","998","1068","2244"
"26.09.2022 18:00 - 26.09.2022 19:00","16","11","17","382","458","602","800","899","1963"
"26.09.2022 19:00 - 26.09.2022 20:00","1","1","4","348","480","542","601","699","1430"
"26.09.2022 20:00 - 26.09.2022 21:00","0","0","0","420","536","529","502","575","1153"
"26.09.2022 21:00 - 26.09.2022 22:00","0","0","0","470","582","514","426","472","818"
"26.09.2022 22:00 - 26.09.2022 23:00","0","0","0","453","540","570","382","404","608"
"26.09.2022 23:00 - 27.09.2022 00:00","0","0","0","421","528","652","336","334","507"
"27.09.2022 00:00 - 27.09.2022 01:00","0","N/A","0","616","N/A","572","720","N/A","320"
"27.09.2022 01:00 - 27.09.2022 02:00","0","N/A","0","602","N/A","504","609","N/A","204"
"27.09.2022 02:00 - 27.09.2022 03:00","0","N/A","0","695","N/A","553","545","N/A","186"
"27.09.2022 03:00 - 27.09.2022 04:00","0","N/A","0","686","N/A","486","497","N/A","110"
"27.09.2022 04:00 - 27.09.2022 05:00","0","N/A","0","666","N/A","559","429","N/A","93"
"27.09.2022 05:00 - 27.09.2022 06:00","0","N/A","0","746","N/A","647","336","N/A","88"
"27.09.2022 06:00 - 27.09.2022 07:00","0","N/A","0","709","N/A","643","301","N/A","133"
"27.09.2022 07:00 - 27.09.2022 08:00","5","N/A","4","652","N/A","621","275","N/A","149"
"27.09.2022 08:00 - 27.09.2022 09:00","37","33","33","569","630","647","247","176","176"
"27.09.2022 09:00 - 27.09.2022 10:00","86","69","82","451","555","617","270","235","216"
"27.09.2022 10:00 - 27.09.2022 11:00","127","103","115","411","490","581","286","283","198"
"27.09.2022 11:00 - 27.09.2022 12:00","163","136","187","364","482","475","276","288","175"
"27.09.2022 12:00 - 27.09.2022 13:00","178","152","221","331","470","297","266","297","224"
"27.09.2022 13:00 - 27.09.2022 14:00","184","157","212","294","404","288","272","307","210"
"27.09.2022 14:00 - 27.09.2022 15:00","180","141","200","226","368","252","280","332","221"
"27.09.2022 15:00 - 27.09.2022 16:00","162","119","184","174","366","244","270","351","177"
"27.09.2022 16:00 - 27.09.2022 17:00","124","94","125","131","283","256","272","371","197"
"27.09.2022 17:00 - 27.09.2022 18:00","71","57","76","178","266","246","266","387","245"
"27.09.2022 18:00 - 27.09.2022 19:00","21","17","24","199","315","304","254","376","229"
"27.09.2022 19:00 - 27.09.2022 20:00","1","1","2","255","337","361","242","340","242"
"27.09.2022 20:00 - 27.09.2022 21:00","0","0","0","261","340","392","228","324","286"
"27.09.2022 21:00 - 27.09.2022 22:00","0","0","0","262","320","303","207","335","237"
"27.09.2022 22:00 - 27.09.2022 23:00","0","0","0","224","268","242","204","357","202"
"27.09.2022 23:00 - 28.09.2022 00:00","0","0","0","201","209","265","202","333","207"
"28.09.2022 00:00 - 28.09.2022 01:00","0","N/A","0","226","N/A","220","263","N/A","202"
"28.09.2022 01:00 - 28.09.2022 02:00","0","N/A","0","177","N/A","231","250","N/A","165"
"28.09.2022 02:00 - 28.09.2022 03:00","0","N/A","0","169","N/A","279","233","N/A","194"
"28.09.2022 03:00 - 28.09.2022 04:00","0","N/A","0","167","N/A","324","215","N/A","202"
"28.09.2022 04:00 - 28.09.2022 05:00","0","N/A","0","173","N/A","320","221","N/A","220"
"28.09.2022 05:00 - 28.09.2022 06:00","0","N/A","0","254","N/A","297","255","N/A","219"
"28.09.2022 06:00 - 28.09.2022 07:00","0","N/A","0","325","N/A","221","275","N/A","288"
"28.09.2022 07:00 - 28.09.2022 08:00","6","N/A","6","329","N/A","200","257","N/A","268"
"28.09.2022 08:00 - 28.09.2022 09:00","46","58","58","275","268","273","236","334","334"
"28.09.2022 09:00 - 28.09.2022 10:00","94","147","178","246","280","114","287","373","327"
"28.09.2022 10:00 - 28.09.2022 11:00","145","243","329","184","203","70","341","391","305"
"28.09.2022 11:00 - 28.09.2022 12:00","198","299","371","206","152","68","353","377","328"
"28.09.2022 12:00 - 28.09.2022 13:00","224","324","506","188","58","63","377","386","411"
"28.09.2022 13:00 - 28.09.2022 14:00","238","318","451","202","62","73","360","360","406"
"28.09.2022 14:00 - 28.09.2022 15:00","227","284","385","267","70","45","368","338","378"
"28.09.2022 15:00 - 28.09.2022 16:00","188","218","329","223","39","29","371","320","336"
"28.09.2022 16:00 - 28.09.2022 17:00","128","147","239","177","35","8","362","324","307"
"28.09.2022 17:00 - 28.09.2022 18:00","69","80","149","149","37","4","349","349","260"
"28.09.2022 18:00 - 28.09.2022 19:00","19","22","42","97","111","29","338","355","288"
"28.09.2022 19:00 - 28.09.2022 20:00","1","1","4","51","294","35","326","384","275"
"28.09.2022 20:00 - 28.09.2022 21:00","0","0","0","56","295","39","363","484","417"
"28.09.2022 21:00 - 28.09.2022 22:00","0","0","0","72","228","238","460","640","602"
"28.09.2022 22:00 - 28.09.2022 23:00","0","0","0","138","216","265","559","861","812"
"28.09.2022 23:00 - 29.09.2022 00:00","0","0","1","212","287","362","601","996","949"
"29.09.2022 00:00 - 29.09.2022 01:00","0","N/A","0","360","N/A","368","978","N/A","1096"
"29.09.2022 01:00 - 29.09.2022 02:00","0","N/A","0","379","N/A","393","1042","N/A","1166"
"29.09.2022 02:00 - 29.09.2022 03:00","0","N/A","0","390","N/A","412","1119","N/A","1207"
"29.09.2022 03:00 - 29.09.2022 04:00","0","N/A","0","385","N/A","400","1173","N/A","1181"
"29.09.2022 04:00 - 29.09.2022 05:00","0","N/A","0","381","N/A","402","1227","N/A","1260"
"29.09.2022 05:00 - 29.09.2022 06:00","0","N/A","0","438","N/A","514","1289","N/A","1397"
"29.09.2022 06:00 - 29.09.2022 07:00","0","N/A","0","621","N/A","762","1343","N/A","1500"
"29.09.2022 07:00 - 29.09.2022 08:00","4","N/A","7","786","N/A","969","1301","N/A","1385"
"29.09.2022 08:00 - 29.09.2022 09:00","43","65","65","845","986","987","1212","1401","1401"
"29.09.2022 09:00 - 29.09.2022 10:00","107","168","187","863","970","996","1440","1566","1660"
"29.09.2022 10:00 - 29.09.2022 11:00","182","275","329","849","922","959","1625","1690","1728"
"29.09.2022 11:00 - 29.09.2022 12:00","257","357","482","837","913","837","1589","1632","1837"
"29.09.2022 12:00 - 29.09.2022 13:00","305","398","501","777","754","729","1567","1601","1823"
"29.09.2022 13:00 - 29.09.2022 14:00","305","395","436","717","611","684","1472","1447","1777"
"29.09.2022 14:00 - 29.09.2022 15:00","274","344","398","706","582","621","1424","1328","1703"
"29.09.2022 15:00 - 29.09.2022 16:00","224","273","361","697","497","584","1338","1214","1644"
"29.09.2022 16:00 - 29.09.2022 17:00","164","200","285","602","524","643","1239","1107","1543"
"29.09.2022 17:00 - 29.09.2022 18:00","89","109","186","534","516","614","1135","1033","1479"
"29.09.2022 18:00 - 29.09.2022 19:00","22","26","55","497","507","714","978","874","1284"
"29.09.2022 19:00 - 29.09.2022 20:00","1","1","2","540","502","856","799","659","1116"
"29.09.2022 20:00 - 29.09.2022 21:00","0","0","0","558","547","867","727","608","1283"
"29.09.2022 21:00 - 29.09.2022 22:00","0","0","0","557","569","899","686","623","1152"
"29.09.2022 22:00 - 29.09.2022 23:00","0","0","0","518","559","767","644","599","990"
"29.09.2022 23:00 - 30.09.2022 00:00","0","0","0","470","537","722","567","542","869"
"30.09.2022 00:00 - 30.09.2022 01:00","0","N/A","0","444","N/A","621","629","N/A","700"
"30.09.2022 01:00 - 30.09.2022 02:00","0","N/A","0","331","N/A","380","558","N/A","602"
"30.09.2022 02:00 - 30.09.2022 03:00","0","N/A","0","271","N/A","299","489","N/A","526"
"30.09.2022 03:00 - 30.09.2022 04:00","0","N/A","0","236","N/A","190","412","N/A","408"
"30.09.2022 04:00 - 30.09.2022 05:00","0","N/A","0","202","N/A","136","348","N/A","352"
"30.09.2022 05:00 - 30.09.2022 06:00","0","N/A","0","146","N/A","166","289","N/A","262"
"30.09.2022 06:00 - 30.09.2022 07:00","0","N/A","0","119","N/A","135","262","N/A","256"
"30.09.2022 07:00 - 30.09.2022 08:00","6","N/A","7","106","N/A","104","255","N/A","266"
"30.09.2022 08:00 - 30.09.2022 09:00","73","77","77","84","120","115","215","277","277"
"30.09.2022 09:00 - 30.09.2022 10:00","186","170","177","71","122","149","188","280","254"
"30.09.2022 10:00 - 30.09.2022 11:00","290","228","267","106","132","224","175","303","221"
"30.09.2022 11:00 - 30.09.2022 12:00","385","286","314","104","154","229","194","330","215"
"30.09.2022 12:00 - 30.09.2022 13:00","435","350","460","128","211","213","212","359","228"
"30.09.2022 13:00 - 30.09.2022 14:00","444","376","511","168","257","205","283","435","310"
"30.09.2022 14:00 - 30.09.2022 15:00","401","352","522","240","306","248","341","513","430"
"30.09.2022 15:00 - 30.09.2022 16:00","334","293","559","308","377","411","402","587","627"
"30.09.2022 16:00 - 30.09.2022 17:00","242","223","354","366","436","574","455","652","669"
"30.09.2022 17:00 - 30.09.2022 18:00","129","126","273","545","620","774","522","708","768"
"30.09.2022 18:00 - 30.09.2022 19:00","28","28","60","724","790","949","617","723","824"
"30.09.2022 19:00 - 30.09.2022 20:00","1","1","0","880","909","1064","676","730","738"
"30.09.2022 20:00 - 30.09.2022 21:00","0","0","0","957","966","1085","823","889","1109"
"30.09.2022 21:00 - 30.09.2022 22:00","0","0","0","1008","1002","1118","1057","1158","1424"
"30.09.2022 22:00 - 30.09.2022 23:00","0","0","0","1014","1048","1108","1354","1491","1723"
"30.09.2022 23:00 - 01.10.2022 00:00","0","0","0","1027","1062","1104","1587","1723","1817"
"01.10.2022 00:00 - 01.10.2022 01:00","0","N/A","0","1058","N/A","1026","1901","N/A","2147"
"01.10.2022 01:00 - 01.10.2022 02:00","0","N/A","0","1041","N/A","1070","2010","N/A","2294"
"01.10.2022 02:00 - 01.10.2022 03:00","0","N/A","0","1056","N/A","1068","2099","N/A","2415"
"01.10.2022 03:00 - 01.10.2022 04:00","0","N/A","0","1049","N/A","1079","2164","N/A","2382"
"01.10.2022 04:00 - 01.10.2022 05:00","0","N/A","0","1028","N/A","1089","2249","N/A","2373"
"01.10.2022 05:00 - 01.10.2022 06:00","0","N/A","0","1044","N/A","1099","2364","N/A","2285"
"01.10.2022 06:00 - 01.10.2022 07:00","0","N/A","0","1067","N/A","1082","2441","N/A","2261"
"01.10.2022 07:00 - 01.10.2022 08:00","1","N/A","2","980","N/A","1058","2254","N/A","2051"
"01.10.2022 08:00 - 01.10.2022 09:00","22","24","24","807","985","997","1817","1990","1990"
"01.10.2022 09:00 - 01.10.2022 10:00","67","56","50","764","908","793","1659","2034","2393"
"01.10.2022 10:00 - 01.10.2022 11:00","129","86","73","697","796","448","1412","1870","1911"
"01.10.2022 11:00 - 01.10.2022 12:00","215","132","108","709","750","443","1114","1497","1355"
"01.10.2022 12:00 - 01.10.2022 13:00","288","196","151","732","726","424","913","1152","884"
"01.10.2022 13:00 - 01.10.2022 14:00","316","248","212","738","718","541","791","906","691"
"01.10.2022 14:00 - 01.10.2022 15:00","305","269","294","730","736","610","746","812","500"
"01.10.2022 15:00 - 01.10.2022 16:00","263","226","343","725","668","714","686","783","490"
"01.10.2022 16:00 - 01.10.2022 17:00","193","170","216","612","607","644","694","817","668"
"01.10.2022 17:00 - 01.10.2022 18:00","101","96","173","547","579","612","729","866","737"
"01.10.2022 18:00 - 01.10.2022 19:00","25","26","52","578","602","706","727","838","821"
"01.10.2022 19:00 - 01.10.2022 20:00","1","1","1","685","656","765","663","719","907"
"01.10.2022 20:00 - 01.10.2022 21:00","0","0","0","761","755","771","709","756","1095"
"01.10.2022 21:00 - 01.10.2022 22:00","0","0","0","814","831","912","813","853","1108"
"01.10.2022 22:00 - 01.10.2022 23:00","0","0","0","875","900","951","885","926","1160"
"01.10.2022 23:00 - 02.10.2022 00:00","0","0","0","882","937","911","910","939","1143"
"02.10.2022 00:00 - 02.10.2022 01:00","0","N/A","0","871","N/A","946","1062","N/A","1123"
"02.10.2022 01:00 - 02.10.2022 02:00","0","N/A","0","907","N/A","968","1008","N/A","1101"
"02.10.2022 02:00 - 02.10.2022 03:00","0","N/A","0","881","N/A","917","988","N/A","1024"
"02.10.2022 03:00 - 02.10.2022 04:00","0","N/A","0","890","N/A","934","991","N/A","1004"
"02.10.2022 04:00 - 02.10.2022 05:00","0","N/A","0","904","N/A","794","999","N/A","1049"
"02.10.2022 05:00 - 02.10.2022 06:00","0","N/A","0","891","N/A","616","998","N/A","1080"
"02.10.2022 06:00 - 02.10.2022 07:00","0","N/A","0","881","N/A","903","1005","N/A","1082"
"02.10.2022 07:00 - 02.10.2022 08:00","7","N/A","7","851","N/A","905","967","N/A","1012"
"02.10.2022 08:00 - 02.10.2022 09:00","86","90","90","842","843","849","932","1043","1043"
"02.10.2022 09:00 - 02.10.2022 10:00","231","242","284","861","797","852","1173","1210","1194"
"02.10.2022 10:00 - 02.10.2022 11:00","374","390","577","812","731","926","1438","1425","1228"
"02.10.2022 11:00 - 02.10.2022 12:00","438","483","751","882","817","986","1572","1576","1566"
"02.10.2022 12:00 - 02.10.2022 13:00","472","514","725","912","925","1055","1764","1781","1801"
"02.10.2022 13:00 - 02.10.2022 14:00","489","517","738","931","1015","986","1786","1919","2070"
"02.10.2022 14:00 - 02.10.2022 15:00","458","472","684","933","1041","953","1847","1965","2317"
"02.10.2022 15:00 - 02.10.2022 16:00","362","386","634","930","1025","1037","1853","1960","2301"
"02.10.2022 16:00 - 02.10.2022 17:00","240","261","466","973","993","1025","1845","1977","2291"
"02.10.2022 17:00 - 02.10.2022 18:00","111","124","230","991","1017","1058","1839","2011","2187"
"02.10.2022 18:00 - 02.10.2022 19:00","22","23","66","978","1012","1062","1769","1939","1856"
"02.10.2022 19:00 - 02.10.2022 20:00","1","1","2","997","1031","1090","1576","1705","1582"
"02.10.2022 20:00 - 02.10.2022 21:00","0","0","0","1033","1065","1118","1579","1713","1705"
"02.10.2022 21:00 - 02.10.2022 22:00","0","0","0","1056","1091","1103","1741","1861","1738"
"02.10.2022 22:00 - 02.10.2022 23:00","0","0","0","1049","1083","1079","1836","1980","1731"
"02.10.2022 23:00 - 03.10.2022 00:00","0","0","0","1011","1037","1049","1818","1927","1775"
"03.10.2022 00:00 - 03.10.2022 01:00","0","N/A","0","1032","N/A","1055","1812","N/A","1823"
"03.10.2022 01:00 - 03.10.2022 02:00","0","N/A","0","1025","N/A","1056","1730","N/A","1809"
"03.10.2022 02:00 - 03.10.2022 03:00","0","N/A","0","1059","N/A","1048","1684","N/A","1805"
"03.10.2022 03:00 - 03.10.2022 04:00","0","N/A","0","1059","N/A","1067","1631","N/A","1641"
"03.10.2022 04:00 - 03.10.2022 05:00","0","N/A","0","1025","N/A","1080","1586","N/A","1550"
"03.10.2022 05:00 - 03.10.2022 06:00","0","N/A","0","984","N/A","1054","1521","N/A","1491"
"03.10.2022 06:00 - 03.10.2022 07:00","0","N/A","0","1024","N/A","1055","1419","N/A","1480"
"03.10.2022 07:00 - 03.10.2022 08:00","6","N/A","6","937","N/A","958","1217","N/A","1262"
"03.10.2022 08:00 - 03.10.2022 09:00","83","89","89","880","869","853","1038","1292","1292"
"03.10.2022 09:00 - 03.10.2022 10:00","217","240","291","862","841","784","1168","1439","1550"
"03.10.2022 10:00 - 03.10.2022 11:00","337","384","557","786","741","739","1308","1551","1505"
"03.10.2022 11:00 - 03.10.2022 12:00","432","507","782","758","730","663","1302","1490","1582"
"03.10.2022 12:00 - 03.10.2022 13:00","498","588","792","706","702","626","1307","1426","1740"
"03.10.2022 13:00 - 03.10.2022 14:00","520","586","756","686","611","603","1287","1321","1696"
"03.10.2022 14:00 - 03.10.2022 15:00","490","535","560","632","519","430","1275","1256","1643"
"03.10.2022 15:00 - 03.10.2022 16:00","427","447","483","500","457","420","1174","1183","1638"
"03.10.2022 16:00 - 03.10.2022 17:00","316","310","299","432","407","425","1052","1093","1511"
"03.10.2022 17:00 - 03.10.2022 18:00","161","149","182","396","399","509","904","987","1267"
"03.10.2022 18:00 - 03.10.2022 19:00","32","26","40","346","363","491","686","815","863"
"03.10.2022 19:00 - 03.10.2022 20:00","1","1","0","322","318","376","466","594","628"
"03.10.2022 20:00 - 03.10.2022 21:00","0","0","0","273","273","240","367","469","691"
"03.10.2022 21:00 - 03.10.2022 22:00","0","0","0","210","239","263","330","399","579"
"03.10.2022 22:00 - 03.10.2022 23:00","0","0","0","161","236","264","291","343","474"
"03.10.2022 23:00 - 04.10.2022 00:00","0","0","0","156","228","245","252","307","420"
"04.10.2022 00:00 - 04.10.2022 01:00","0","N/A","0","300","N/A","241","313","N/A","360"
"04.10.2022 01:00 - 04.10.2022 02:00","0","N/A","0","323","N/A","273","313","N/A","296"
"04.10.2022 02:00 - 04.10.2022 03:00","0","N/A","0","311","N/A","255","321","N/A","299"
"04.10.2022 03:00 - 04.10.2022 04:00","0","N/A","0","327","N/A","211","297","N/A","317"
"04.10.2022 04:00 - 04.10.2022 05:00","0","N/A","0","320","N/A","132","264","N/A","341"
"04.10.2022 05:00 - 04.10.2022 06:00","0","N/A","0","281","N/A","244","255","N/A","318"
"04.10.2022 06:00 - 04.10.2022 07:00","0","N/A","0","284","N/A","262","281","N/A","330"
"04.10.2022 07:00 - 04.10.2022 08:00","2","N/A","2","295","N/A","242","333","N/A","427"
"04.10.2022 08:00 - 04.10.2022 09:00","33","51","51","310","226","219","377","536","544"
"04.10.2022 09:00 - 04.10.2022 10:00","108","159","140","365","353","331","500","653","648"
"04.10.2022 10:00 - 04.10.2022 11:00","206","280","271","446","501","415","616","791","718"
"04.10.2022 11:00 - 04.10.2022 12:00","315","397","476","643","642","478","760","971","844"
"04.10.2022 12:00 - 04.10.2022 13:00","378","467","573","746","732","741","1054","1246","1397"
"04.10.2022 13:00 - 04.10.2022 14:00","383","465","605","796","790","761","1285","1434","1858"
"04.10.2022 14:00 - 04.10.2022 15:00","360","415","520","859","815","879","1373","1515","1878"
"04.10.2022 15:00 - 04.10.2022 16:00","302","324","413","897","834","900","1358","1517","1785"
"04.10.2022 16:00 - 04.10.2022 17:00","201","192","169","891","835","960","1353","1506","1492"
"04.10.2022 17:00 - 04.10.2022 18:00","86","81","48","919","895","1002","1384","1550","1557"
"04.10.2022 18:00 - 04.10.2022 19:00","13","12","3","954","908","1044","1400","1550","1399"
"04.10.2022 19:00 - 04.10.2022 20:00","0","0","0","990","951","1115","1359","1482","1343"
"04.10.2022 20:00 - 04.10.2022 21:00","0","0","0","1016","1015","1119","1404","1582","1721"
"04.10.2022 21:00 - 04.10.2022 22:00","0","0","0","1041","1060","1083","1426","1696","1389"
"04.10.2022 22:00 - 04.10.2022 23:00","0","0","0","1039","1066","998","1484","1819","1444"
"04.10.2022 23:00 - 05.10.2022 00:00","0","0","0","1013","1044","684","1492","1838","1428"
"05.10.2022 00:00 - 05.10.2022 01:00","0","N/A","0","1064","N/A","682","1562","N/A","1392"
"05.10.2022 01:00 - 05.10.2022 02:00","0","N/A","0","1047","N/A","966","1494","N/A","1166"
"05.10.2022 02:00 - 05.10.2022 03:00","0","N/A","0","1070","N/A","811","1505","N/A","1606"
"05.10.2022 03:00 - 05.10.2022 04:00","0","N/A","0","1062","N/A","848","1520","N/A","1375"
"05.10.2022 04:00 - 05.10.2022 05:00","0","N/A","0","1063","N/A","982","1545","N/A","1368"
"05.10.2022 05:00 - 05.10.2022 06:00","0","N/A","0","1051","N/A","974","1602","N/A","1195"
"05.10.2022 06:00 - 05.10.2022 07:00","0","N/A","0","1060","N/A","973","1687","N/A","1659"
"05.10.2022 07:00 - 05.10.2022 08:00","1","N/A","1","1010","N/A","972","1656","N/A","1626"
"05.10.2022 08:00 - 05.10.2022 09:00","24","29","29","1037","1083","1084","1583","1781","1781"
"05.10.2022 09:00 - 05.10.2022 10:00","74","88","50","1067","1098","1059","1944","2256","2317"
"05.10.2022 10:00 - 05.10.2022 11:00","127","149","72","1047","1075","1100","2245","2493","2309"
"05.10.2022 11:00 - 05.10.2022 12:00","178","211","149","1062","1076","1092","2331","2491","2782"
"05.10.2022 12:00 - 05.10.2022 13:00","219","263","194","1038","1075","1117","2553","2623","2953"
"05.10.2022 13:00 - 05.10.2022 14:00","230","276","166","1034","1085","1099","2491","2603","2888"
"05.10.2022 14:00 - 05.10.2022 15:00","201","247","123","1061","1083","1076","2538","2576","2962"
"05.10.2022 15:00 - 05.10.2022 16:00","158","193","89","1047","1063","1046","2601","2560","2986"
"05.10.2022 16:00 - 05.10.2022 17:00","97","114","50","1045","1032","1000","2606","2614","3032"
"05.10.2022 17:00 - 05.10.2022 18:00","38","45","17","1039","1029","992","2678","2743","3270"
"05.10.2022 18:00 - 05.10.2022 19:00","4","5","0","1017","1018","987","2670","2783","3242"
"05.10.2022 19:00 - 05.10.2022 20:00","0","0","0","1029","1031","953","2432","2556","3089"
"05.10.2022 20:00 - 05.10.2022 21:00","0","0","0","1038","1017","931","2298","2537","3413"
"05.10.2022 21:00 - 05.10.2022 22:00","0","0","0","1060","932","964","2162","2470","2983"
"05.10.2022 22:00 - 05.10.2022 23:00","0","0","0","1062","959","958","2021","2116","2616"
"05.10.2022 23:00 - 06.10.2022 00:00","0","0","0","1030","992","988","1937","1714","2152"
"06.10.2022 00:00 - 06.10.2022 01:00","0","N/A","0","1021","N/A","1070","2070","N/A","2343"
